Date,Cycle Indicator Global,Eurozone Retail Sales,Eurozone Industrial Production exconstr,Eurozone Industrial Production manuf,US Privately Owned Housing Starts,US HomeBuilders Market Index,US Real Personal Income,US Real Personal Income exTrans,US Indus Prod Index,Adv Retail Sales US exFood Services,US JoblessClaims Seasonally Adjusted,US U6 Unemp Rate,World EPS forecast 3M Change,US M1 Growth YOY,RealUS M1 Growth YOY,FED Excess Reserves,Fed Balance Sheet,ECB Balance Sheet,Real Yield US,US 10yr Rate,Germany 10yr Rate,EU 10Y 2Y Curve,US 10Y 2Y Curve,Fed Fwd 6 Month,Fed Fwd 12 Month,Chinese Oil Imports,Japanese Export China,Industrial Metal Prices,US Core CPI,Inflation Surprise Global,US Breakeven Inflation,US PCE YOY,US Financial Conditions Index A,US Financial Conditions Index B,EU Financial Conditions Index A,EU Financial Conditions Index B,US IG Spreads,US HY Spreads,EU IG Spreads,EU HY Spreads,US Credit Standards,Global Equity 3 Month Momentum,Global Equity 6 Month Momentum,Global Equity 12 Month Momentum,Vix Index,Commercial Paper Spread,V2x Index,Eonia Spread,Equity Risk Premia,Sentiment Macro Fundamentals Global News Social,Sentiment Consumer Sentiment Global News Social,Sentiment Economic Growth Global News Social,Sentiment Trade Balance Global News Social,Sentiment environmental composite GLOBAL News,Sentiment social composite GLOBAL News,Sentiment governance composite GLOBAL News,Sentiment governance composite GLOBAL News Social,Sentiment social composite GLOBAL News Social,Sentiment environmental composite GLOBAL News Social
9/30/2013,-0.1,96.2,96.3,95.1,22.3,51.2,"12,823.10","10,590.10",99,"376,886.00",337.9,13.8,-1.3,9.9,0.1,2072,"3,506,068.20",2464.6,0,2.5,1.7,153.3,212.6,0.1,0.2,0.1,0,270.9,1.8,-15.1,2.2,1.5,99.6,0.2,100.5,0.2,275.8,4.6,1.4,4.4,-10.9,0,0.1,0.1,14.7,18.1,19.3,0.1,4.6,0.3,0.7,0.2,0.2,-0.7,-0.6,0.9,1.5,-0.6,-0.7
10/31/2013,-0.1,96.3,96.4,95.3,16,52.8,"12,957.80","10,704.60",99.3,"377,641.40",340.4,13.7,-1.4,9.5,0.1,2158.6,"3,607,949.90",2427.4,0.1,2.5,1.7,156.3,217,0.1,0.2,0.1,0,269.6,1.7,-15.6,2.2,1.5,99.6,0.3,100.4,0.3,274.4,4.5,1.4,4.3,-10.9,0,0,0.1,14.8,17.2,18.8,0.1,4.6,0.3,0.7,0.3,0,-0.7,-0.6,0.9,1.4,-0.6,-0.8
11/30/2013,-0.1,96.3,96.4,95.4,11.8,53.2,"13,059.00","10,794.60",99.5,"378,824.40",339.5,13.6,-1.4,9.1,0.1,2245.6,"3,690,823.70",2383.8,0.2,2.6,1.7,157.4,224,0.1,0.2,0.1,0.1,266.4,1.7,-16.1,2.2,1.5,99.5,0.4,100.4,0.4,272.2,4.4,1.3,4.2,-8.1,0,0,0.1,14.3,15.9,17.9,0.1,4.5,0.3,0.8,0.4,0.1,-0.8,-0.6,1,1.5,-0.6,-0.9
12/31/2013,0,96.5,96.3,95.3,17.6,53.4,"13,122.40","10,850.80",99.7,"380,596.60",339.2,13.4,-1.4,8.8,0.1,2314,"3,777,101.30",2355.6,0.3,2.7,1.8,159.4,233.2,0.1,0.2,0,0.1,265.5,1.7,-17.4,2.2,1.6,99.5,0.5,100.4,0.5,265,4.3,1.3,4,-8.1,0,0.1,0.1,14.3,15.1,17.7,0.1,4.4,0.2,0.8,0.4,0.1,-0.8,-0.5,1,1.4,-0.5,-0.9
1/31/2014,0,96.4,96.6,95.7,13.3,54.4,"13,173.80","10,890.60",99.9,"381,657.00",335.6,13.2,-1.4,8.9,0.1,2366.7,"3,876,423.00",2311.1,0.3,2.7,1.8,160.1,237.2,0.1,0.2,0.1,0.2,264.9,1.7,-17.9,2.2,1.6,99.5,0.5,100.4,0.5,256.2,4.1,1.3,3.8,-8.1,0,0.1,0.1,14.3,15.2,17.9,0.1,4.3,0,0.5,0.3,0.2,-0.8,-0.5,1,1.5,-0.5,-0.8
2/28/2014,-0.1,96.5,96.8,96,9.5,54.9,"13,218.50","10,923.10",99.9,"381,509.90",335.2,13,-1.5,9.3,0.1,2431.6,"3,950,148.70",2275.7,0.3,2.7,1.7,158.7,237.4,0.1,0.2,0.1,0.2,263.2,1.7,-16.9,2.2,1.6,99.4,0.5,100.4,0.5,251.9,4.1,1.2,3.6,-9.6,0,0.1,0.1,14.6,15.1,18,0.1,4.3,0,0.6,0.4,0.1,-0.7,-0.4,1,1.6,-0.4,-0.7
3/31/2014,0,96.6,96.8,96.1,6.3,52.3,"13,269.30","10,963.10",100.2,"381,262.80",331.8,12.9,-1.7,9.8,0.1,2486.3,"4,021,770.00",2244,0.3,2.7,1.7,154.2,236,0.1,0.2,0.1,0.2,260.6,1.7,-15.9,2.2,1.5,99.4,0.6,100.4,0.5,247.2,4,1.2,3.4,-9.6,0,0.1,0.1,14.6,15.1,18.3,0.2,4.3,0,0.7,0.5,0,-0.6,-0.5,1,1.7,-0.5,-0.6
4/30/2014,0,96.7,97,96.6,3.3,50.5,"13,307.40","10,995.60",100.6,"382,781.10",328.2,12.8,-1.9,10,0.1,2536,"4,107,833.10",2222.2,0.3,2.7,1.6,148.8,233.8,0.1,0.2,0.1,0.2,261.6,1.7,-14.9,2.2,1.6,99.3,0.6,100.3,0.5,239.6,3.8,1.2,3.2,-9.6,0,0.1,0.1,14.5,15.2,18.1,0.2,4.3,-0.2,0.6,0.5,0,-0.6,-0.6,1,1.5,-0.6,-0.6
5/31/2014,0,96.9,97.1,96.7,9.5,49.2,"13,340.90","11,024.50",101,"384,323.90",325.2,12.6,-1.7,10.1,0.1,2564.4,"4,168,851.10",2209.7,0.3,2.7,1.6,143.3,228.9,0.1,0.2,0.1,0.2,263.8,1.7,-14.1,2.2,1.6,99.2,0.7,100.2,0.4,234.4,3.7,1.1,3.1,-10,0,0,0.1,13.9,15.1,17.6,0.2,4.3,-0.3,0.6,0.3,0.1,-0.6,-0.7,1,1.4,-0.7,-0.6
6/30/2014,0.1,96.9,97.5,97.3,9.1,48,"13,395.30","11,082.50",101.3,"386,277.10",321.9,12.4,-1.5,10.6,0.1,2594.1,"4,221,226.50",2182.3,0.3,2.6,1.5,139.6,224.8,0.1,0.2,0.1,0.1,265.8,1.8,-12.5,2.2,1.6,99.1,0.8,100.1,0.5,230.7,3.6,1.1,3,-10,0,0,0.1,13.2,15.3,16.6,0.2,4.3,-0.6,0.6,0.4,0.2,-0.7,-0.7,1.2,1.4,-0.7,-0.6
7/31/2014,0.1,97,97.6,97.3,9,48.3,"13,443.20","11,128.30",101.7,"388,215.40",317.2,12.3,-1.2,10.9,0.1,2625.5,"4,281,023.30",2147,0.2,2.6,1.4,132.5,218.3,0.1,0.2,0.1,0.1,271.3,1.8,-11.6,2.2,1.7,99,0.8,100.1,0.5,227.5,3.6,1.1,3.1,-10,0,0.1,0.1,13,15.8,16.4,0.1,4.2,-0.6,0.6,0.3,0.1,-0.6,-0.5,1.2,1.3,-0.6,-0.6
8/31/2014,0.2,96.9,97.5,97.1,13.1,49.6,"13,494.80","11,172.70",102,"389,445.50",312,12.2,-1.1,10.6,0.1,2671.6,"4,319,607.50",2107.5,0.2,2.5,1.3,123.6,211.5,0.1,0.3,0,0.1,274.5,1.8,-10.5,2.2,1.7,99,0.8,100,0.5,227.8,3.7,1,3.1,-11.2,0,0.1,0.1,13.1,16.1,16.9,0.1,4.3,-0.6,0.5,0.3,0.1,-0.7,-0.6,1.1,1.2,-0.6,-0.7
9/30/2014,0.2,97.1,97.7,97.4,11.4,51.2,"13,537.40","11,206.40",102.2,"391,498.50",308.2,12.1,-0.9,10.7,0.1,2696.7,"4,353,201.60",2080.2,0.3,2.5,1.2,118.4,207.2,0.1,0.3,0.1,0,274.9,1.8,-10.4,2.2,1.7,99,0.8,100,0.6,227.4,3.7,1,3.2,-11.2,0,0.1,0.1,13.2,16.7,16.8,0.1,4.3,-0.6,0.5,0.3,0.2,-0.7,-0.6,1.2,1.2,-0.7,-0.6
10/31/2014,0.2,97.2,97.3,97,14,53.4,"13,558.90","11,224.00",102.4,"392,390.10",301.5,11.9,-1,10.3,0.1,2699.2,"4,393,470.20",2067.2,0.3,2.5,1.1,110.5,200.5,0.1,0.3,0.1,0,272.1,1.8,-11.7,2.1,1.7,99.1,0.7,99.9,0.5,231.6,3.9,1,3.3,-11.2,0,0,0.1,14.7,17.3,18.5,0,4.4,-0.6,0.4,0.2,0.2,-0.7,-0.9,1.1,1.1,-0.9,-0.7
11/30/2014,0.2,97.3,97.3,97,14.6,53.6,"13,597.90","11,261.20",102.6,"393,377.50",298.5,11.8,-1.4,10.2,0.1,2647.9,"4,420,436.70",2058.6,0.3,2.4,1,103,194.8,0.1,0.3,0.1,0.1,270.9,1.8,-11.5,2,1.7,99.1,0.7,99.9,0.5,236,4,0.9,3.4,-10.2,0,0,0.1,14.3,17.6,18.8,0,4.4,-0.5,0.4,0.3,0.2,-0.8,-0.8,1.2,1.2,-0.8,-0.8
12/31/2014,0.2,97.5,97.3,97,7.9,54.8,"13,646.50","11,300.80",102.9,"395,249.90",295.8,11.6,-2.2,10.2,0.1,2636.1,"4,446,737.50",2068.7,0.4,2.4,0.9,92.4,183.1,0.1,0.4,0.1,0.1,266.2,1.8,-12,1.9,1.6,99.1,0.6,99.9,0.4,241.6,4.3,0.9,3.5,-10.2,0,0,0.1,14.9,18.5,19.8,0,4.5,-0.7,0.4,0.2,0.1,-0.8,-0.9,1,0.9,-0.9,-0.8
1/31/2015,0.3,97.8,97.1,96.9,7.6,55.7,"13,721.70","11,360.50",103.1,"394,698.20",293.5,11.5,-3.1,9.9,0.1,2649.7,"4,463,859.30",2105.2,0.3,2.2,0.8,82.3,168.4,0.1,0.4,0.1,0.1,258.2,1.7,-13.8,1.8,1.6,99.2,0.4,99.8,0.3,247.3,4.5,0.9,3.5,-10.2,0,0,0.1,16.1,19,21.6,0,4.5,-0.7,0.4,0.2,0.1,-0.7,-0.8,0.9,0.8,-0.9,-0.7
2/28/2015,0.3,98.3,97.4,97.2,11.8,56.1,"13,786.20","11,410.30",103,"393,154.70",292.7,11.3,-4,10,0.1,2606.1,"4,472,951.10",2119.9,0.3,2.1,0.6,75.2,160,0.2,0.5,0.1,0.1,252.6,1.7,-16.2,1.8,1.5,99.2,0.4,99.7,0.2,248.7,4.5,0.9,3.5,-5.9,0,0,0.1,16,19.6,21.8,0,4.5,-0.9,0.5,0.2,0.1,-0.7,-0.8,0.8,0.7,-0.9,-0.7
3/31/2015,0.3,98.6,97.5,97.2,6.7,55.8,"13,826.90","11,437.50",102.8,"391,510.00",293.3,11.2,-4.7,9.7,0.1,2625.8,"4,477,268.50",2135.6,0.3,2.1,0.5,67.2,154.1,0.2,0.5,0.1,0,247.9,1.7,-19.1,1.8,1.5,99.3,0.3,99.4,0.2,249.3,4.5,0.9,3.5,-5.9,0,0,0,15.6,20.1,21.1,0,4.5,-0.9,0.6,0.3,0.1,-0.8,-0.8,0.8,0.7,-0.9,-0.7
4/30/2015,0.3,98.7,98.3,98,4.5,54.7,"13,876.60","11,475.70",102.5,"391,358.30",290.7,11.1,-4.7,9.3,0.1,2646.7,"4,478,912.60",2195.8,0.2,2.1,0.4,60,149.8,0.2,0.5,0.1,0,245.6,1.7,-18.6,1.8,1.4,99.3,0.3,99.2,0.1,251.1,4.5,0.9,3.5,-5.9,0,0,0,15,20.4,21.1,0,4.5,-1,0.7,0.4,0.1,-0.7,-0.9,0.8,0.6,-1,-0.7
5/31/2015,0.3,99,98.9,98.7,7.2,55.1,"13,923.00","11,515.80",102.2,"389,689.30",285.5,11.1,-3.9,8.6,0.1,2628.9,"4,478,947.90",2263.2,0.2,2.1,0.5,65.5,152.4,0.2,0.5,0.1,0,246.1,1.7,-19.2,1.8,1.4,99.4,0.3,99.2,0.1,256.3,4.5,0.9,3.5,-4.3,0,0,0,14.6,20.9,21.3,-0.1,4.4,-0.9,0.8,0.5,-0.1,-0.7,-0.8,0.9,0.7,-1,-0.7
6/30/2015,0.3,99.3,99.2,99,7.2,54.8,"13,928.10","11,514.40",101.8,"390,760.90",282.5,10.9,-3.1,8.1,0.1,2607.3,"4,479,301.80",2321.6,0.3,2.2,0.6,76.3,157,0.2,0.6,0,0,241.3,1.7,-18.7,1.9,1.4,99.5,0.3,99.2,0.1,262.2,4.5,1,3.5,-4.3,0,0,0,14.5,21.3,22.8,-0.1,4.3,-0.9,0.6,0.4,-0.2,-0.7,-0.7,1,0.8,-0.9,-0.7
7/31/2015,0.4,99.5,99.5,99.4,14.4,56.3,"13,944.40","11,524.80",101.4,"390,697.00",280.7,10.7,-2.4,7.8,0.1,2602.6,"4,482,438.90",2388.8,0.3,2.2,0.6,83,159.6,0.3,0.6,0.1,0,233.6,1.7,-18.1,1.8,1.4,99.6,0.3,99.2,0.1,270.3,4.6,1,3.6,-4.3,0,0,0,14.4,21.6,22.9,-0.1,4.2,-0.9,0.5,0.2,-0.2,-0.7,-0.6,1,0.8,-0.9,-0.7
8/31/2015,0.4,99.9,99.8,99.7,11.9,57.3,"13,969.70","11,545.20",101.4,"391,697.50",278.7,10.6,-2.1,7.8,0.1,2604.2,"4,482,906.70",2433.8,0.4,2.2,0.6,85.4,156,0.3,0.6,0.2,0.1,224.2,1.8,-17.7,1.8,1.3,99.8,0.1,99.3,0,279.6,4.8,1.1,3.8,-6.3,0,0,0,16,21.8,23.7,-0.1,4.2,-1,0.4,0,-0.4,-0.7,-0.7,0.8,0.6,-0.9,-0.7
9/30/2015,0.3,100,100.1,100,12.7,58.4,"13,996.40","11,566.10",101.2,"392,755.70",276.8,10.4,-2.2,7.4,0.1,2615.6,"4,483,713.10",2479.9,0.5,2.2,0.6,86.9,152.9,0.3,0.6,0.1,0,217.2,1.8,-16.7,1.7,1.3,100,-0.1,99.4,-0.1,291,5,1.2,3.9,-6.3,0,0,0,18.4,23.5,25.9,-0.1,4.3,-1.1,0.3,-0.1,-0.5,-0.7,-0.6,0.9,0.7,-0.8,-0.7
10/31/2015,0.3,100.1,100,100,14.7,59.1,"14,051.80","11,615.00",101,"393,395.50",273.5,10.2,-2.6,6.8,0.1,2630.6,"4,487,038.20",2536.3,0.5,2.2,0.6,85.5,149.8,0.3,0.5,0.1,0,211.7,1.8,-17.5,1.6,1.3,100.1,-0.1,99.5,-0.1,302.1,5.3,1.2,4.1,-6.3,0,0,0,17.8,24.5,25.2,-0.1,4.4,-1,0.3,-0.1,-0.5,-0.7,-0.6,0.9,0.7,-0.8,-0.7
11/30/2015,0.3,100.2,100.1,100.1,10.1,60.8,"14,101.60","11,658.50",100.8,"393,835.10",272.5,10.2,-3,6.8,0.1,2622.5,"4,486,721.60",2579.6,0.5,2.2,0.6,87.1,146.4,0.3,0.6,0.1,0,203.5,1.8,-16.8,1.6,1.2,100.1,-0.1,99.4,-0.1,307.3,5.4,1.2,4.1,-1.6,0,0,0,17.4,23.8,24.5,-0.1,4.3,-1,0.3,0,-0.4,-0.7,-0.6,0.8,0.6,-0.8,-0.6
12/31/2015,0.3,100,100.1,100.1,12.1,61.1,"14,146.90","11,693.90",100.4,"394,213.60",271.6,10.1,-3.3,6.4,0.1,2564.6,"4,486,739.20",2626.8,0.6,2.2,0.6,88.9,140.1,0.4,0.6,0.1,0,196.1,1.9,-15.4,1.6,1.2,100.2,-0.2,99.4,-0.2,312,5.8,1.3,4.2,-1.6,0,0,0,17.6,26.1,24.3,-0.1,4.3,-1.1,0.2,0,-0.4,-0.7,-0.7,0.6,0.5,-0.9,-0.6
1/31/2016,0.3,100.3,100,100.1,10.6,60.8,"14,182.30","11,722.20",99.9,"394,264.60",273.5,10,-3.4,6.1,0.1,2510.7,"4,487,547.00",2681.5,0.6,2.2,0.6,89.4,133.8,0.4,0.7,0.1,0,190.1,1.9,-14.6,1.6,1.2,100.4,-0.3,99.6,-0.3,319.4,6.1,1.3,4.5,-1.6,0,-0.1,0,19.2,27.8,25.8,-0.2,4.4,-1.2,0.2,-0.3,-0.5,-0.6,-0.6,0.7,0.6,-0.8,-0.6
2/29/2016,0.2,100.5,100,100.2,7.7,60.9,"14,214.10","11,745.10",99.8,"394,867.80",272.7,9.9,-3.8,5.5,0.1,2493,"4,487,100.20",2724.5,0.6,2.1,0.5,85,125.3,0.4,0.6,0.1,-0.1,187.5,2,-13.3,1.5,1.2,100.6,-0.5,99.7,-0.5,330.3,6.6,1.4,4.8,1.6,0,-0.1,-0.1,20.1,27.9,27.5,-0.2,4.6,-1.3,0.3,-0.4,-0.6,-0.7,-0.6,0.9,0.7,-0.8,-0.7
3/31/2016,0.2,100.7,100.8,101.1,16.5,60.1,"14,242.90","11,766.90",99.6,"394,503.00",270.1,9.8,-4.4,5.4,0,2483.7,"4,486,262.50",2768.7,0.5,2,0.4,80.7,118.1,0.4,0.6,0.1,0,188.1,2.1,-12.5,1.5,1.3,100.5,-0.5,99.7,-0.5,328.5,6.6,1.4,4.8,1.6,0,-0.1,-0.1,18.8,29.6,26.6,-0.2,4.7,-1.2,0.2,-0.4,-0.6,-0.8,-0.9,0.7,0.5,-1.2,-0.8
4/30/2016,0.2,100.7,100.9,101.1,16.2,59.5,"14,282.30","11,801.60",99.2,"394,112.70",268.5,9.9,-4.7,5.8,0,2467.7,"4,486,394.60",2837.8,0.4,1.9,0.3,77.1,113.9,0.5,0.6,0.1,0,188.9,2.1,-13.2,1.5,1.3,100.4,-0.4,99.8,-0.4,320.2,6.5,1.4,4.6,1.6,0,-0.1,-0.1,17.5,32,25.4,-0.3,4.7,-1.1,0.2,-0.3,-0.6,-0.8,-1.2,0.5,0.3,-1.4,-0.8
5/31/2016,0.2,100.8,100.7,100.9,10.9,59,"14,314.50","11,830.20",99,"395,600.50",270.4,9.9,-4.3,6.5,0.1,2443.8,"4,482,331.60",2896.5,0.3,1.9,0.3,74,109.2,0.5,0.6,0.1,0,188.1,2.1,-12.6,1.6,1.4,100.3,-0.3,99.8,-0.4,310.6,6.3,1.3,4.5,2.5,0,0,-0.1,16.7,32.3,24.9,-0.3,4.8,-1.1,0.3,-0.2,-0.5,-0.8,-1.2,0.4,0.2,-1.4,-0.8
6/30/2016,0.3,100.9,101,101.1,9.6,58.7,"14,326.40","11,835.70",98.8,"397,082.40",269.3,9.8,-3.7,6.8,0.1,2421.9,"4,478,025.10",2955.7,0.3,1.8,0.2,69.6,103.8,0.5,0.6,0.2,-0.1,188.8,2.1,-11.9,1.5,1.4,100.2,-0.3,99.8,-0.5,305,6.1,1.3,4.5,2.5,0,0,-0.1,17.1,33.7,26.7,-0.3,4.8,-1.2,0.3,-0.2,-0.6,-0.6,-1.2,0.5,0.2,-1.4,-0.7
7/31/2016,0.3,101,100.8,101,6.8,59.1,"14,370.30","11,873.40",98.8,"398,661.40",265.8,9.7,-3.3,6.8,0.1,2389.8,"4,476,303.40",3058.1,0.2,1.7,0.1,65.8,97.8,0.5,0.6,0.2,-0.1,192.5,2.2,-10.6,1.5,1.4,100.1,-0.3,99.8,-0.5,296.4,5.9,1.3,4.4,2.5,0,0,-0.1,16,35.2,25.4,-0.3,4.8,-1.2,0.2,-0.2,-0.5,-0.5,-1.1,0.4,0.2,-1.4,-0.6
8/31/2016,0.2,101.2,100.9,101.1,7.2,58.8,"14,400.90","11,898.90",98.8,"399,933.90",265.3,9.7,-2.8,7.5,0.1,2379.1,"4,472,980.50",3129,0.2,1.7,0.1,62.3,92.8,0.5,0.6,0.1,-0.1,195,2.2,-8.8,1.5,1.5,99.9,-0.2,99.8,-0.4,287.8,5.7,1.2,4.2,1.8,0,0,0,14.9,39.7,23.8,-0.3,4.8,-1,0.3,-0.1,-0.3,-0.5,-1.1,0.3,0.1,-1.3,-0.5
9/30/2016,0.2,101.4,101,101.2,6.2,58.8,"14,422.80","11,918.30",98.8,"400,254.80",261.6,9.7,-2.4,8,0.1,2346.6,"4,471,045.70",3216.1,0.1,1.7,0,61.7,90.8,0.5,0.6,0.1,-0.1,196.3,2.2,-7.8,1.5,1.5,99.9,-0.3,99.8,-0.3,281.9,5.5,1.2,4.1,1.8,0,0,0,14.7,44.6,22.6,-0.3,4.8,-0.8,0.2,-0.2,-0.2,-0.5,-1.2,0.3,0.1,-1.5,-0.5
10/31/2016,0.2,101.4,101,101.3,0.8,60.6,"14,472.50","11,964.10",98.7,"401,388.30",259.2,9.7,-1.9,8.7,0.1,2274.7,"4,467,809.60",3291.7,0.1,1.7,0,64,91.1,0.5,0.6,0.2,-0.1,197.8,2.2,-6.3,1.6,1.6,99.9,-0.3,99.8,-0.3,276,5.2,1.2,4.1,1.8,0,0,0,14.7,46.2,21.6,-0.3,4.8,-0.8,0.3,-0.2,-0.2,-0.6,-1.3,0.3,0.1,-1.5,-0.6
11/30/2016,0.3,101.9,101.1,101.4,7.4,61.3,"14,498.50","11,989.10",98.7,"404,107.30",256.7,9.6,-1.4,8.8,0.1,2236.3,"4,463,343.90",3363.5,0.2,1.8,0.1,71.8,98.8,0.6,0.7,0.1,-0.1,205.3,2.2,-4.9,1.7,1.6,100,-0.2,99.8,-0.3,269.8,5.1,1.2,4.1,1.1,0,0,0,14.8,43.8,21.7,-0.3,4.7,-0.8,0.4,-0.2,-0.1,-0.7,-1.5,0.2,0,-1.8,-0.6
12/31/2016,0.3,102,101.5,101.7,4.5,61.8,"14,524.70","12,013.60",98.6,"405,737.50",255,9.5,-1,8.5,0.1,2177.7,"4,462,414.50",3457.4,0.3,2,0.1,81.4,108.1,0.6,0.8,0.2,0,211.3,2.2,-2.3,1.7,1.7,100,-0.2,99.7,-0.3,259.2,4.8,1.2,4,1.1,0,0,0,14.1,43.9,20.3,-0.3,4.5,-0.9,0.2,-0.4,-0.1,-0.8,-1.8,-0.3,-0.5,-2,-0.8
1/31/2017,0.4,102.2,101.9,102,5.9,63.8,"14,548.00","12,032.30",98.7,"407,996.50",252.9,9.4,-0.5,8.8,0.1,2153.4,"4,460,275.60",3529,0.3,2.1,0.2,88.6,112.4,0.7,0.9,0.1,0,216.4,2.2,1.2,1.8,1.7,100,-0.1,99.7,-0.2,248.8,4.6,1.2,3.8,1.1,0,0,0.1,13.4,44.6,19.1,-0.3,4.4,-1,0.2,-0.3,-0.1,-0.8,-2,-0.6,-0.8,-2.2,-0.8
2/28/2017,0.5,102.4,102.1,102.2,6.8,64.7,"14,575.60","12,053.10",98.7,"410,327.50",250.1,9.3,-0.2,8.9,0.1,2177.6,"4,459,865.70",3600.5,0.3,2.2,0.2,95.2,114.9,0.7,1,0.2,0,222.2,2.2,7.5,1.9,1.8,100,-0.1,99.7,-0.2,241.7,4.4,1.2,3.7,3.6,0,0,0.1,12.9,44.5,18.1,-0.3,4.3,-1,0.2,-0.3,0,-0.7,-2.1,-0.8,-1,-2.2,-0.7
3/31/2017,0.5,102.5,102.1,102,6.2,64.8,"14,613.20","12,082.10",98.6,"412,455.40",248.6,9.2,-0.1,9,0.1,2220.1,"4,462,548.00",3705.8,0.3,2.3,0.3,101.9,115.5,0.8,1.1,0.1,0.1,226,2.2,10.9,1.9,1.8,99.9,0.1,99.6,-0.1,235.1,4.2,1.2,3.7,3.6,0,0,0.1,12.6,40.9,17.2,-0.3,4.2,-1,0.1,-0.3,0,-0.6,-2.1,-0.8,-1,-2.3,-0.6
4/30/2017,0.6,102.9,102.3,102.4,6.4,66.6,"14,622.30","12,086.40",98.7,"413,217.30",247.2,9,0,8.7,0.1,2237.6,"4,466,625.00",3827.4,0.3,2.3,0.3,102.4,112.7,0.9,1.1,0.1,0.1,226.6,2.1,11.8,1.9,1.8,99.8,0.1,99.6,-0.2,233.5,4.1,1.2,3.6,3.6,0,0.1,0.1,12.7,37.8,17.9,-0.4,4.2,-0.9,0,-0.2,0.1,-0.7,-2,-0.6,-0.7,-2.1,-0.7
5/31/2017,0.6,103.1,102.4,102.6,4.2,67.3,"14,645.80","12,104.80",99.1,"414,673.50",245.2,8.9,0.1,8.6,0.1,2234.2,"4,467,122.50",3927,0.4,2.3,0.3,103.2,108.6,1,1.2,0.1,0.1,226,2.1,10.9,1.9,1.8,99.8,0.3,99.6,-0.1,231.2,4,1.2,3.4,-2.3,0,0.1,0.1,12.2,32.9,17,-0.4,4.1,-0.8,0.1,-0.3,0.1,-0.7,-1.9,-0.4,-0.6,-2.1,-0.7
6/30/2017,0.6,103.4,102.7,103.1,3.3,68.1,"14,628.70","12,089.00",99.4,"415,536.80",244,8.8,0.2,8.6,0.1,2226.3,"4,467,673.40",4027.8,0.4,2.3,0.3,100.8,101.5,1.1,1.2,0.1,0.2,225.6,2,8.8,1.9,1.7,99.6,0.4,99.6,-0.1,227.3,3.9,1.1,3.2,-2.3,0,0.1,0.1,11.7,30.1,16.2,-0.4,4.1,-0.8,0,-0.3,0.1,-0.5,-1.6,-0.3,-0.5,-1.8,-0.5
7/31/2017,0.6,103.7,103.1,103.4,3.4,67.1,"14,631.30","12,093.40",99.7,"416,097.40",243.7,8.7,0.1,8.8,0.1,2228.3,"4,468,070.80",4086,0.4,2.3,0.4,105.4,99.4,1.1,1.3,0.1,0.2,228.1,1.9,5.6,1.8,1.7,99.5,0.5,99.6,0,221.8,3.8,1.1,3.1,-2.3,0,0.1,0.1,11.3,27.1,15.6,-0.4,4.1,-0.8,0.1,-0.2,0.2,-0.5,-1.4,-0.2,-0.4,-1.6,-0.5
8/31/2017,0.6,103.9,103.2,103.5,1.6,65.6,"14,628.90","12,091.80",99.8,"417,821.60",243,8.7,0,8.5,0.1,2261.4,"4,466,143.10",4136.2,0.4,2.3,0.4,107.3,95.6,1.1,1.3,0.1,0.2,236.2,1.8,3.5,1.8,1.7,99.4,0.6,99.7,0.1,218.5,3.8,1,2.9,-0.1,0,0.1,0.1,11.5,26.6,15.6,-0.4,4.2,-0.6,0.1,-0.3,0.2,-0.5,-1.4,-0.2,-0.3,-1.5,-0.5
9/30/2017,0.7,103.9,103.7,104.1,0.8,66.3,"14,627.50","12,093.10",99.8,"417,942.30",250.2,8.6,-0.2,8.2,0.1,2271.2,"4,464,299.00",4195.3,0.4,2.2,0.4,108.6,91.7,1.2,1.3,0.1,0.2,242.8,1.8,2,1.8,1.6,99.3,0.6,99.7,0.1,216.1,3.7,1,2.8,-0.1,0,0.1,0.1,11.2,26.5,14.9,-0.4,4.2,-0.5,0.1,-0.4,0.1,-0.5,-1.2,0,-0.1,-1.4,-0.4
10/31/2017,0.7,104.3,104.3,104.7,3.5,65.2,"14,629.90","12,095.30",99.8,"420,487.00",248.5,8.4,-0.1,8.1,0.1,2263.9,"4,463,871.40",4242.5,0.4,2.3,0.4,110.2,88.6,1.3,1.4,0.1,0.2,249.9,1.8,0.3,1.8,1.6,99.2,0.7,99.7,0.1,210.2,3.6,1,2.7,-0.1,0,0.1,0.1,10.8,25.3,14,-0.4,4.1,-0.4,0.1,-0.2,0.2,-0.5,-1.2,0,-0.1,-1.3,-0.5
11/30/2017,0.7,104.2,104.5,105,1,66,"14,635.90","12,102.00",100.1,"423,047.90",245.5,8.3,0,8.2,0.1,2278.4,"4,459,029.30",4287.8,0.4,2.3,0.4,109.7,81.6,1.4,1.5,0.1,0.3,256.3,1.8,-0.7,1.8,1.6,99.2,0.8,99.7,0.1,204.6,3.6,1,2.7,0.2,0,0.1,0.1,10.7,22.2,13.8,-0.4,4.1,-0.3,0.2,-0.1,0.2,-0.5,-0.9,0.2,0.1,-1.1,-0.5
